Invoice ID,Branch,City,Customer Type,Gender,Product Line,Unit Price,Quantity,Total Sales,Payment Method,Date,Time,Day of Week,VAT (5%),Gross Income,Customer Satisfaction Score
INV-0203,C,Chicago,Normal,Female,Clothing,83.26,10,832.6,Credit Card,11/02/2024,13:34:00,Sunday,41.63,790.97,7
INV-0204,B,Los Angeles,Normal,Male,Beverages,52.18,10,521.8,Cash,05/03/2024,15:28:00,Tuesday,26.09,495.71,9
INV-0205,A,New York,Member,Female,Snacks,52.98,8,423.84,Credit Card,06/02/2024,16:56:00,Tuesday,21.19,402.65,2
INV-0206,C,Chicago,Member,Female,Snacks,70.64,8,565.12,E-wallet,26/03/2024,09:53:00,Tuesday,28.26,536.86,1
INV-0207,C,Chicago,Member,Male,Home Appliances,62.84,4,251.36,E-wallet,18/03/2024,15:51:00,Monday,12.57,238.79,10
INV-0208,A,New York,Normal,Female,Electronics,92.71,6,556.26,E-wallet,13/02/2024,12:44:00,Tuesday,27.81,528.45,4
INV-0209,B,Los Angeles,Normal,Female,Personal Care,73.96,6,443.76,Cash,03/01/2024,08:39:00,Wednesday,22.19,421.57,4
INV-0210,A,New York,Normal,Female,Clothing,10.11,2,20.22,Credit Card,20/01/2024,13:00:00,Saturday,1.01,19.21,3
INV-0211,B,Los Angeles,Member,Male,Snacks,67.08,10,670.8,Cash,25/01/2024,08:45:00,Thursday,33.54,637.26,4
INV-0212,B,Los Angeles,Normal,Female,Home Appliances,19.49,4,77.96,Credit Card,19/01/2024,15:41:00,Friday,3.9,74.06,10
INV-0213,A,New York,Normal,Male,Beverages,15.06,2,30.12,Cash,27/02/2024,11:34:00,Tuesday,1.51,28.61,7
INV-0214,C,Chicago,Member,Male,Personal Care,11.41,7,79.87,Cash,04/01/2024,10:52:00,Thursday,3.99,75.88,4
INV-0215,C,Chicago,Normal,Female,Beverages,67.99,5,339.95,E-wallet,17/02/2024,11:46:00,Saturday,17,322.95,1
INV-0216,A,New York,Normal,Male,Snacks,33.17,3,99.51,Cash,01/01/2024,19:04:00,Monday,4.98,94.53,4
INV-0217,A,New York,Normal,Female,Personal Care,70.06,2,140.12,Credit Card,26/02/2024,17:28:00,Monday,7.01,133.11,2
INV-0218,A,New York,Member,Female,Clothing,45.76,6,274.56,Credit Card,03/01/2024,13:23:00,Wednesday,13.73,260.83,4
INV-0219,A,New York,Normal,Female,Home Appliances,74.74,5,373.7,E-wallet,15/02/2024,17:19:00,Thursday,18.68,355.02,6
INV-0220,C,Chicago,Normal,Male,Personal Care,13.81,5,69.05,E-wallet,11/01/2024,10:32:00,Thursday,3.45,65.6,9
INV-0221,B,Los Angeles,Member,Male,Personal Care,78.69,10,786.9,Credit Card,27/01/2024,13:57:00,Saturday,39.34,747.56,8
INV-0222,A,New York,Normal,Female,Clothing,78.16,1,78.16,E-wallet,01/02/2024,12:47:00,Thursday,3.91,74.25,1
INV-0223,C,Chicago,Normal,Female,Snacks,93.01,1,93.01,E-wallet,06/02/2024,20:15:00,Tuesday,4.65,88.36,9
INV-0224,A,New York,Normal,Male,Home Appliances,18.51,9,166.59,Credit Card,15/02/2024,12:47:00,Thursday,8.33,158.26,4
INV-0225,A,New York,Normal,Female,Home Appliances,87.79,3,263.37,E-wallet,23/02/2024,12:40:00,Friday,13.17,250.2,8
INV-0226,C,Chicago,Normal,Female,Snacks,92.51,10,925.1,E-wallet,20/03/2024,11:41:00,Wednesday,46.26,878.84,1
INV-0227,C,Chicago,Member,Male,Snacks,67.47,9,607.23,E-wallet,27/02/2024,12:25:00,Tuesday,30.36,576.87,3
INV-0228,C,Chicago,Normal,Male,Beverages,66.11,10,661.1,Cash,26/03/2024,16:44:00,Tuesday,33.05,628.05,6
INV-0229,C,Chicago,Normal,Male,Home Appliances,59.54,10,595.4,E-wallet,09/02/2024,19:53:00,Friday,29.77,565.63,9
INV-0230,B,Los Angeles,Member,Female,Snacks,73.31,4,293.24,Cash,02/01/2024,08:06:00,Tuesday,14.66,278.58,4
INV-0231,A,New York,Member,Female,Personal Care,87.26,5,436.3,E-wallet,26/01/2024,19:11:00,Friday,21.82,414.48,2
INV-0232,C,Chicago,Member,Male,Snacks,96.4,3,289.2,E-wallet,13/03/2024,08:25:00,Wednesday,14.46,274.74,5
INV-0233,C,Chicago,Member,Male,Home Appliances,32.66,6,195.96,E-wallet,09/02/2024,13:35:00,Friday,9.8,186.16,5
INV-0234,B,Los Angeles,Member,Female,Clothing,70.6,5,353,Cash,13/01/2024,11:25:00,Saturday,17.65,335.35,1
INV-0235,C,Chicago,Member,Female,Beverages,87.76,3,263.28,Credit Card,29/03/2024,17:36:00,Friday,13.16,250.12,5
INV-0236,B,Los Angeles,Normal,Male,Electronics,14.37,8,114.96,E-wallet,29/02/2024,10:24:00,Thursday,5.75,109.21,8
INV-0237,B,Los Angeles,Member,Male,Home Appliances,25.22,9,226.98,Credit Card,04/02/2024,10:30:00,Sunday,11.35,215.63,3
INV-0238,B,Los Angeles,Normal,Female,Snacks,54.12,4,216.48,Credit Card,06/03/2024,17:53:00,Wednesday,10.82,205.66,8
INV-0239,A,New York,Member,Female,Personal Care,20.88,1,20.88,Credit Card,01/01/2024,08:52:00,Monday,1.04,19.84,4
INV-0240,A,New York,Normal,Male,Home Appliances,59.24,2,118.48,E-wallet,12/02/2024,09:47:00,Monday,5.92,112.56,6
INV-0241,A,New York,Normal,Male,Electronics,65.62,8,524.96,Credit Card,25/02/2024,20:22:00,Sunday,26.25,498.71,10
INV-0242,B,Los Angeles,Normal,Female,Home Appliances,30.2,9,271.8,Cash,24/03/2024,09:54:00,Sunday,13.59,258.21,8
INV-0243,C,Chicago,Normal,Male,Home Appliances,29.12,7,203.84,Cash,19/03/2024,15:26:00,Tuesday,10.19,193.65,9
INV-0244,B,Los Angeles,Member,Male,Snacks,85.23,4,340.92,Cash,05/02/2024,19:31:00,Monday,17.05,323.87,1
INV-0245,B,Los Angeles,Member,Male,Home Appliances,54.38,10,543.8,E-wallet,13/03/2024,15:19:00,Wednesday,27.19,516.61,4
INV-0246,A,New York,Normal,Male,Personal Care,48.21,7,337.47,E-wallet,16/02/2024,12:25:00,Friday,16.87,320.6,1
INV-0247,B,Los Angeles,Normal,Female,Snacks,71.02,9,639.18,E-wallet,10/01/2024,09:06:00,Wednesday,31.96,607.22,10
INV-0248,C,Chicago,Normal,Male,Home Appliances,34.69,6,208.14,Cash,06/02/2024,21:24:00,Tuesday,10.41,197.73,2
INV-0249,B,Los Angeles,Member,Male,Beverages,48.19,4,192.76,E-wallet,25/03/2024,14:02:00,Monday,9.64,183.12,1
INV-0250,C,Chicago,Member,Male,Electronics,89.75,1,89.75,Cash,22/02/2024,18:56:00,Thursday,4.49,85.26,5
INV-0251,B,Los Angeles,Member,Female,Electronics,95.07,8,760.56,E-wallet,03/01/2024,18:03:00,Wednesday,38.03,722.53,8
INV-0252,C,Chicago,Member,Female,Personal Care,35.98,8,287.84,E-wallet,11/03/2024,11:24:00,Monday,14.39,273.45,8
INV-0253,A,New York,Member,Female,Personal Care,23.16,9,208.44,Cash,16/02/2024,13:06:00,Friday,10.42,198.02,5
INV-0254,A,New York,Member,Male,Electronics,60.1,4,240.4,Cash,28/01/2024,08:16:00,Sunday,12.02,228.38,5
INV-0255,A,New York,Member,Female,Beverages,33.72,8,269.76,E-wallet,03/01/2024,13:34:00,Wednesday,13.49,256.27,8
INV-0256,C,Chicago,Normal,Male,Personal Care,70.75,5,353.75,Credit Card,23/01/2024,11:20:00,Tuesday,17.69,336.06,8
INV-0257,B,Los Angeles,Member,Male,Personal Care,69.53,1,69.53,E-wallet,28/01/2024,10:58:00,Sunday,3.48,66.05,4
INV-0258,A,New York,Member,Male,Personal Care,26.35,10,263.5,E-wallet,28/02/2024,17:47:00,Wednesday,13.18,250.32,6
INV-0259,B,Los Angeles,Normal,Male,Beverages,71.96,2,143.92,Cash,10/01/2024,08:03:00,Wednesday,7.2,136.72,6
INV-0260,C,Chicago,Member,Female,Snacks,19.43,9,174.87,Credit Card,07/03/2024,18:19:00,Thursday,8.74,166.13,1
INV-0261,A,New York,Member,Female,Electronics,18.78,8,150.24,E-wallet,09/02/2024,18:33:00,Friday,7.51,142.73,3
INV-0262,C,Chicago,Member,Female,Beverages,33.47,4,133.88,E-wallet,07/01/2024,17:55:00,Sunday,6.69,127.19,7
INV-0263,A,New York,Normal,Male,Electronics,86.13,6,516.78,E-wallet,17/02/2024,15:39:00,Saturday,25.84,490.94,7
INV-0264,A,New York,Member,Female,Clothing,45.92,1,45.92,E-wallet,12/02/2024,12:42:00,Monday,2.3,43.62,5
INV-0265,B,Los Angeles,Member,Female,Personal Care,95.36,2,190.72,E-wallet,20/02/2024,09:50:00,Tuesday,9.54,181.18,2
INV-0266,B,Los Angeles,Member,Male,Clothing,85.98,7,601.86,E-wallet,29/02/2024,18:49:00,Thursday,30.09,571.77,9
INV-0267,A,New York,Normal,Male,Electronics,84.78,4,339.12,Cash,28/02/2024,20:32:00,Wednesday,16.96,322.16,9
INV-0268,B,Los Angeles,Member,Male,Electronics,66.25,3,198.75,Cash,14/01/2024,10:33:00,Sunday,9.94,188.81,10
INV-0269,C,Chicago,Member,Male,Beverages,75.83,8,606.64,E-wallet,23/01/2024,20:47:00,Tuesday,30.33,576.31,4
INV-0270,B,Los Angeles,Normal,Female,Personal Care,85.19,2,170.38,Credit Card,06/01/2024,09:05:00,Saturday,8.52,161.86,3
INV-0271,B,Los Angeles,Member,Female,Personal Care,38.29,9,344.61,E-wallet,18/02/2024,11:12:00,Sunday,17.23,327.38,8
INV-0272,A,New York,Member,Female,Home Appliances,37.47,5,187.35,E-wallet,15/03/2024,21:48:00,Friday,9.37,177.98,7
INV-0273,B,Los Angeles,Normal,Male,Clothing,62.87,5,314.35,E-wallet,07/02/2024,20:00:00,Wednesday,15.72,298.63,8
INV-0274,B,Los Angeles,Normal,Female,Snacks,83.54,4,334.16,Credit Card,13/03/2024,12:36:00,Wednesday,16.71,317.45,6
INV-0275,A,New York,Member,Female,Snacks,88.72,10,887.2,E-wallet,05/01/2024,08:06:00,Friday,44.36,842.84,7
INV-0276,A,New York,Normal,Male,Clothing,39.82,8,318.56,Credit Card,02/03/2024,11:50:00,Saturday,15.93,302.63,10
INV-0277,A,New York,Member,Male,Electronics,85.28,1,85.28,Credit Card,02/01/2024,18:05:00,Tuesday,4.26,81.02,5
INV-0278,B,Los Angeles,Normal,Female,Home Appliances,98.95,6,593.7,E-wallet,03/03/2024,15:01:00,Sunday,29.69,564.01,8
INV-0279,B,Los Angeles,Normal,Female,Clothing,6.39,4,25.56,E-wallet,26/03/2024,16:31:00,Tuesday,1.28,24.28,9
INV-0280,B,Los Angeles,Member,Male,Snacks,69.68,9,627.12,Cash,11/03/2024,11:27:00,Monday,31.36,595.76,6
INV-0281,C,Chicago,Normal,Female,Personal Care,5.26,6,31.56,Credit Card,28/02/2024,08:01:00,Wednesday,1.58,29.98,6
INV-0282,B,Los Angeles,Member,Female,Beverages,31.88,10,318.8,Cash,13/02/2024,15:15:00,Tuesday,15.94,302.86,4
INV-0283,B,Los Angeles,Normal,Female,Clothing,31.08,6,186.48,Cash,01/03/2024,09:02:00,Friday,9.32,177.16,8
INV-0284,C,Chicago,Member,Female,Clothing,63.2,1,63.2,Cash,21/01/2024,10:58:00,Sunday,3.16,60.04,7
INV-0285,C,Chicago,Normal,Male,Snacks,58.27,3,174.81,Credit Card,02/02/2024,18:42:00,Friday,8.74,166.07,1
INV-0286,C,Chicago,Member,Male,Personal Care,10.2,5,51,Credit Card,17/03/2024,13:15:00,Sunday,2.55,48.45,6
INV-0287,B,Los Angeles,Normal,Male,Electronics,40.18,4,160.72,Credit Card,24/01/2024,16:02:00,Wednesday,8.04,152.68,3
INV-0288,A,New York,Member,Male,Home Appliances,21.87,9,196.83,Credit Card,28/02/2024,10:04:00,Wednesday,9.84,186.99,4
INV-0289,C,Chicago,Member,Male,Snacks,66.95,4,267.8,Credit Card,25/01/2024,10:18:00,Thursday,13.39,254.41,1
INV-0290,B,Los Angeles,Member,Male,Home Appliances,86.46,8,691.68,E-wallet,25/02/2024,11:14:00,Sunday,34.58,657.1,3
INV-0291,A,New York,Normal,Female,Snacks,13.21,1,13.21,Cash,23/03/2024,17:45:00,Saturday,0.66,12.55,9
INV-0292,B,Los Angeles,Normal,Female,Home Appliances,61.4,5,307,Credit Card,04/02/2024,15:49:00,Sunday,15.35,291.65,7
INV-0293,C,Chicago,Member,Male,Personal Care,83.19,2,166.38,Credit Card,26/03/2024,08:49:00,Tuesday,8.32,158.06,7
INV-0294,B,Los Angeles,Member,Male,Beverages,90.21,7,631.47,Credit Card,26/01/2024,14:44:00,Friday,31.57,599.9,9
INV-0295,C,Chicago,Member,Female,Beverages,6.85,7,47.95,Credit Card,12/01/2024,15:37:00,Friday,2.4,45.55,9
INV-0296,A,New York,Normal,Female,Snacks,10.59,2,21.18,E-wallet,02/02/2024,19:34:00,Friday,1.06,20.12,3
INV-0297,C,Chicago,Normal,Male,Home Appliances,74.36,1,74.36,E-wallet,29/02/2024,12:32:00,Thursday,3.72,70.64,5
INV-0298,A,New York,Normal,Male,Home Appliances,23.94,2,47.88,Cash,16/03/2024,21:08:00,Saturday,2.39,45.49,3
INV-0299,A,New York,Member,Male,Electronics,86.58,10,865.8,Credit Card,11/03/2024,09:19:00,Monday,43.29,822.51,8
INV-0300,C,Chicago,Normal,Male,Clothing,95.97,4,383.88,Cash,20/01/2024,19:13:00,Saturday,19.19,364.69,4
INV-0301,B,Los Angeles,Normal,Male,Beverages,98.05,4,392.2,Cash,01/01/2024,10:23:00,Monday,19.61,372.59,4
INV-0302,C,Chicago,Normal,Male,Snacks,36.23,9,326.07,E-wallet,26/02/2024,18:04:00,Monday,16.3,309.77,2
INV-0303,C,Chicago,Member,Male,Electronics,10.84,1,10.84,Cash,04/02/2024,15:00:00,Sunday,0.54,10.3,6
INV-0304,C,Chicago,Normal,Female,Snacks,14.65,2,29.3,Credit Card,07/02/2024,18:47:00,Wednesday,1.47,27.83,1
INV-0305,A,New York,Member,Male,Personal Care,74.39,2,148.78,E-wallet,26/02/2024,17:41:00,Monday,7.44,141.34,1
INV-0306,C,Chicago,Normal,Female,Snacks,34.98,1,34.98,E-wallet,06/03/2024,13:49:00,Wednesday,1.75,33.23,6
INV-0307,C,Chicago,Normal,Female,Clothing,43.24,9,389.16,Cash,23/02/2024,17:22:00,Friday,19.46,369.7,5
INV-0308,C,Chicago,Normal,Female,Electronics,26.76,3,80.28,Cash,20/01/2024,13:40:00,Saturday,4.01,76.27,6
INV-0309,C,Chicago,Member,Male,Electronics,52.88,3,158.64,Credit Card,13/03/2024,08:07:00,Wednesday,7.93,150.71,3
INV-0310,C,Chicago,Member,Female,Personal Care,38.57,2,77.14,Credit Card,15/01/2024,18:27:00,Monday,3.86,73.28,1
INV-0311,C,Chicago,Member,Male,Personal Care,25.82,3,77.46,E-wallet,18/03/2024,13:25:00,Monday,3.87,73.59,6
INV-0312,B,Los Angeles,Normal,Female,Home Appliances,24.58,3,73.74,Credit Card,29/02/2024,17:08:00,Thursday,3.69,70.05,2
INV-0313,A,New York,Normal,Male,Home Appliances,80.8,6,484.8,Cash,20/03/2024,09:22:00,Wednesday,24.24,460.56,1
INV-0314,B,Los Angeles,Member,Male,Home Appliances,21.76,1,21.76,Credit Card,18/02/2024,20:23:00,Sunday,1.09,20.67,2
INV-0315,C,Chicago,Normal,Female,Clothing,77.28,4,309.12,Credit Card,29/03/2024,15:11:00,Friday,15.46,293.66,10
INV-0316,C,Chicago,Member,Male,Personal Care,74.57,4,298.28,Credit Card,21/03/2024,14:14:00,Thursday,14.91,283.37,3
INV-0317,A,New York,Member,Female,Electronics,8.54,2,17.08,Credit Card,15/01/2024,18:44:00,Monday,0.85,16.23,7
INV-0318,A,New York,Member,Male,Clothing,54.79,2,109.58,Cash,14/03/2024,21:35:00,Thursday,5.48,104.1,1
INV-0319,A,New York,Member,Male,Personal Care,23.36,7,163.52,Cash,16/01/2024,17:28:00,Tuesday,8.18,155.34,3
INV-0320,B,Los Angeles,Member,Female,Home Appliances,27.32,9,245.88,Cash,04/02/2024,11:57:00,Sunday,12.29,233.59,7
INV-0321,C,Chicago,Member,Male,Beverages,45.18,5,225.9,Cash,30/03/2024,14:15:00,Saturday,11.3,214.6,8
INV-0322,A,New York,Normal,Male,Snacks,92.99,1,92.99,Cash,15/02/2024,08:13:00,Thursday,4.65,88.34,5
INV-0323,C,Chicago,Member,Male,Personal Care,25.83,1,25.83,Credit Card,18/01/2024,09:17:00,Thursday,1.29,24.54,4
INV-0324,C,Chicago,Normal,Male,Clothing,54.66,4,218.64,E-wallet,22/01/2024,14:16:00,Monday,10.93,207.71,7
INV-0325,C,Chicago,Normal,Female,Beverages,81.03,10,810.3,E-wallet,26/02/2024,12:46:00,Monday,40.52,769.78,7
INV-0326,B,Los Angeles,Normal,Male,Electronics,8.23,5,41.15,Credit Card,01/03/2024,09:19:00,Friday,2.06,39.09,4
INV-0327,A,New York,Member,Male,Electronics,19.05,9,171.45,Cash,22/01/2024,14:28:00,Monday,8.57,162.88,1
INV-0328,B,Los Angeles,Member,Female,Home Appliances,27.03,7,189.21,E-wallet,01/02/2024,15:39:00,Thursday,9.46,179.75,10
INV-0329,C,Chicago,Normal,Male,Clothing,29.64,3,88.92,E-wallet,18/02/2024,16:50:00,Sunday,4.45,84.47,5
INV-0330,C,Chicago,Member,Female,Snacks,48.35,2,96.7,E-wallet,05/01/2024,13:27:00,Friday,4.84,91.86,4
INV-0331,A,New York,Normal,Female,Home Appliances,12.75,8,102,Cash,02/01/2024,20:23:00,Tuesday,5.1,96.9,3
INV-0332,C,Chicago,Normal,Male,Clothing,43.57,1,43.57,E-wallet,13/03/2024,12:25:00,Wednesday,2.18,41.39,6
INV-0333,A,New York,Member,Female,Snacks,64.8,1,64.8,Credit Card,28/03/2024,15:55:00,Thursday,3.24,61.56,2
INV-0334,B,Los Angeles,Member,Male,Snacks,46.28,10,462.8,Cash,16/02/2024,19:03:00,Friday,23.14,439.66,6
INV-0335,B,Los Angeles,Member,Male,Clothing,23.31,7,163.17,Cash,22/01/2024,21:59:00,Monday,8.16,155.01,1
INV-0336,C,Chicago,Member,Female,Clothing,61.81,5,309.05,Credit Card,12/03/2024,16:34:00,Tuesday,15.45,293.6,1
INV-0337,B,Los Angeles,Member,Female,Electronics,23.24,9,209.16,Cash,27/03/2024,13:45:00,Wednesday,10.46,198.7,4
INV-0338,C,Chicago,Normal,Female,Personal Care,24.41,4,97.64,Cash,12/03/2024,13:22:00,Tuesday,4.88,92.76,1
INV-0339,A,New York,Member,Male,Beverages,38.38,6,230.28,Cash,22/02/2024,14:19:00,Thursday,11.51,218.77,4
INV-0340,A,New York,Normal,Female,Snacks,88.93,9,800.37,Cash,08/03/2024,12:11:00,Friday,40.02,760.35,8
INV-0341,B,Los Angeles,Member,Female,Clothing,25.86,8,206.88,Cash,27/01/2024,09:35:00,Saturday,10.34,196.54,2
INV-0342,B,Los Angeles,Member,Female,Personal Care,89.6,8,716.8,E-wallet,28/01/2024,11:50:00,Sunday,35.84,680.96,9
INV-0343,B,Los Angeles,Member,Male,Snacks,15.07,9,135.63,E-wallet,27/01/2024,19:56:00,Saturday,6.78,128.85,1
INV-0344,C,Chicago,Member,Female,Beverages,68.06,4,272.24,E-wallet,10/03/2024,12:34:00,Sunday,13.61,258.63,2
INV-0345,C,Chicago,Member,Male,Snacks,91.23,1,91.23,Cash,11/03/2024,16:48:00,Monday,4.56,86.67,3
INV-0346,A,New York,Member,Female,Home Appliances,66.52,9,598.68,Credit Card,29/01/2024,17:13:00,Monday,29.93,568.75,9
INV-0347,B,Los Angeles,Member,Male,Clothing,81.06,8,648.48,Credit Card,23/01/2024,12:56:00,Tuesday,32.42,616.06,6
INV-0348,C,Chicago,Member,Male,Clothing,67.2,10,672,Credit Card,25/02/2024,14:36:00,Sunday,33.6,638.4,1
INV-0349,A,New York,Normal,Female,Personal Care,80.35,3,241.05,Credit Card,15/02/2024,15:03:00,Thursday,12.05,229,9
INV-0350,C,Chicago,Member,Female,Snacks,75.1,6,450.6,E-wallet,21/03/2024,12:41:00,Thursday,22.53,428.07,8
INV-0351,B,Los Angeles,Member,Female,Clothing,70.54,7,493.78,Cash,17/02/2024,10:47:00,Saturday,24.69,469.09,10
INV-0352,B,Los Angeles,Member,Male,Clothing,35.12,8,280.96,Credit Card,16/02/2024,15:06:00,Friday,14.05,266.91,5
INV-0353,B,Los Angeles,Member,Female,Snacks,64.92,4,259.68,E-wallet,03/03/2024,17:16:00,Sunday,12.98,246.7,5
INV-0354,A,New York,Normal,Male,Electronics,9.07,5,45.35,E-wallet,02/03/2024,21:36:00,Saturday,2.27,43.08,10
INV-0355,B,Los Angeles,Normal,Male,Snacks,39.32,9,353.88,E-wallet,17/03/2024,12:23:00,Sunday,17.69,336.19,2
INV-0356,B,Los Angeles,Normal,Female,Clothing,26.41,8,211.28,E-wallet,07/03/2024,15:15:00,Thursday,10.56,200.72,2
INV-0357,C,Chicago,Normal,Female,Electronics,67.73,7,474.11,Credit Card,27/01/2024,09:05:00,Saturday,23.71,450.4,8
INV-0358,C,Chicago,Member,Male,Clothing,39.56,7,276.92,Cash,28/01/2024,15:25:00,Sunday,13.85,263.07,4
INV-0359,A,New York,Normal,Male,Snacks,79.19,8,633.52,Credit Card,26/03/2024,21:19:00,Tuesday,31.68,601.84,8
INV-0360,A,New York,Member,Male,Home Appliances,6.64,5,33.2,Credit Card,18/03/2024,12:54:00,Monday,1.66,31.54,5
INV-0361,B,Los Angeles,Normal,Female,Clothing,39.18,10,391.8,E-wallet,06/01/2024,12:56:00,Saturday,19.59,372.21,1
INV-0362,A,New York,Normal,Male,Electronics,84.96,5,424.8,E-wallet,21/02/2024,11:39:00,Wednesday,21.24,403.56,6
INV-0363,A,New York,Normal,Female,Personal Care,61.17,5,305.85,Cash,07/02/2024,21:23:00,Wednesday,15.29,290.56,1
INV-0364,C,Chicago,Normal,Female,Snacks,52.61,8,420.88,E-wallet,14/01/2024,20:40:00,Sunday,21.04,399.84,10
INV-0365,C,Chicago,Member,Female,Snacks,7.26,8,58.08,E-wallet,16/03/2024,18:52:00,Saturday,2.9,55.18,2
INV-0366,C,Chicago,Member,Male,Snacks,17.56,5,87.8,Cash,16/02/2024,10:14:00,Friday,4.39,83.41,1
INV-0367,B,Los Angeles,Member,Female,Electronics,79.36,8,634.88,Credit Card,27/01/2024,13:52:00,Saturday,31.74,603.14,2
INV-0368,A,New York,Normal,Female,Snacks,18.64,2,37.28,E-wallet,13/02/2024,16:55:00,Tuesday,1.86,35.42,5
INV-0369,B,Los Angeles,Member,Female,Beverages,83.62,10,836.2,E-wallet,19/02/2024,17:19:00,Monday,41.81,794.39,10
INV-0370,B,Los Angeles,Member,Male,Personal Care,94.79,7,663.53,E-wallet,03/03/2024,08:34:00,Sunday,33.18,630.35,3
INV-0371,B,Los Angeles,Normal,Female,Home Appliances,5.27,8,42.16,E-wallet,04/03/2024,12:46:00,Monday,2.11,40.05,3
INV-0372,C,Chicago,Normal,Male,Electronics,38.08,10,380.8,Credit Card,22/03/2024,17:37:00,Friday,19.04,361.76,3
INV-0373,B,Los Angeles,Member,Female,Snacks,92.61,3,277.83,Cash,05/02/2024,10:35:00,Monday,13.89,263.94,4
INV-0374,B,Los Angeles,Member,Female,Personal Care,62.64,1,62.64,Cash,10/03/2024,15:03:00,Sunday,3.13,59.51,8
INV-0375,C,Chicago,Normal,Male,Personal Care,10.15,9,91.35,Cash,27/02/2024,17:57:00,Tuesday,4.57,86.78,6
INV-0376,A,New York,Member,Female,Clothing,97.75,6,586.5,Credit Card,04/01/2024,08:47:00,Thursday,29.33,557.17,1
INV-0377,B,Los Angeles,Normal,Female,Electronics,43.36,7,303.52,Cash,31/01/2024,14:35:00,Wednesday,15.18,288.34,2
INV-0378,C,Chicago,Normal,Male,Home Appliances,88.81,8,710.48,E-wallet,20/02/2024,16:24:00,Tuesday,35.52,674.96,8
INV-0379,B,Los Angeles,Normal,Female,Home Appliances,20.87,7,146.09,Credit Card,10/01/2024,21:22:00,Wednesday,7.3,138.79,1
INV-0380,A,New York,Member,Female,Personal Care,95.28,2,190.56,Cash,16/03/2024,16:08:00,Saturday,9.53,181.03,1
INV-0381,C,Chicago,Normal,Male,Personal Care,45.82,6,274.92,Cash,13/03/2024,10:37:00,Wednesday,13.75,261.17,2
INV-0382,B,Los Angeles,Member,Female,Clothing,21.49,8,171.92,E-wallet,29/01/2024,20:46:00,Monday,8.6,163.32,6
INV-0383,B,Los Angeles,Member,Female,Beverages,7.04,5,35.2,Cash,18/01/2024,11:55:00,Thursday,1.76,33.44,8
INV-0384,C,Chicago,Member,Male,Snacks,85.94,2,171.88,E-wallet,26/01/2024,14:49:00,Friday,8.59,163.29,2
INV-0385,A,New York,Normal,Male,Electronics,50.95,4,203.8,Cash,07/02/2024,09:46:00,Wednesday,10.19,193.61,2
INV-0386,A,New York,Normal,Female,Personal Care,93.23,7,652.61,Credit Card,31/01/2024,14:12:00,Wednesday,32.63,619.98,5
INV-0387,A,New York,Normal,Male,Clothing,76.52,1,76.52,Credit Card,31/01/2024,11:51:00,Wednesday,3.83,72.69,9
INV-0388,C,Chicago,Normal,Female,Home Appliances,88.28,7,617.96,E-wallet,01/03/2024,17:47:00,Friday,30.9,587.06,5
INV-0389,B,Los Angeles,Normal,Female,Snacks,27.72,9,249.48,Cash,21/01/2024,17:18:00,Sunday,12.47,237.01,2
INV-0390,A,New York,Member,Female,Electronics,69.18,1,69.18,Credit Card,09/02/2024,17:39:00,Friday,3.46,65.72,6
INV-0391,A,New York,Normal,Female,Electronics,81.09,10,810.9,E-wallet,30/01/2024,19:12:00,Tuesday,40.55,770.35,2
INV-0392,C,Chicago,Member,Female,Personal Care,23.38,10,233.8,Cash,18/01/2024,21:44:00,Thursday,11.69,222.11,3
INV-0393,A,New York,Normal,Male,Beverages,31.68,5,158.4,Credit Card,09/03/2024,12:45:00,Saturday,7.92,150.48,4
INV-0394,B,Los Angeles,Normal,Male,Snacks,5.57,9,50.13,E-wallet,15/03/2024,15:47:00,Friday,2.51,47.62,2
INV-0395,A,New York,Member,Female,Beverages,65.61,4,262.44,E-wallet,09/03/2024,14:34:00,Saturday,13.12,249.32,10
INV-0396,C,Chicago,Normal,Male,Home Appliances,32.05,5,160.25,Credit Card,17/01/2024,08:03:00,Wednesday,8.01,152.24,8
INV-0397,B,Los Angeles,Member,Male,Home Appliances,65.48,2,130.96,Cash,24/02/2024,14:55:00,Saturday,6.55,124.41,7
INV-0398,B,Los Angeles,Member,Male,Snacks,23.82,2,47.64,E-wallet,16/01/2024,14:15:00,Tuesday,2.38,45.26,9
INV-0399,C,Chicago,Member,Male,Clothing,49.17,1,49.17,Cash,08/02/2024,20:00:00,Thursday,2.46,46.71,10
INV-0400,A,New York,Normal,Female,Snacks,98.33,1,98.33,Cash,02/03/2024,09:14:00,Saturday,4.92,93.41,1
INV-0401,C,Chicago,Member,Male,Snacks,13.16,8,105.28,E-wallet,02/02/2024,18:54:00,Friday,5.26,100.02,1
INV-0402,B,Los Angeles,Member,Male,Clothing,69.63,4,278.52,Cash,25/02/2024,12:25:00,Sunday,13.93,264.59,8
INV-0403,A,New York,Normal,Male,Personal Care,47.95,1,47.95,Credit Card,26/03/2024,11:12:00,Tuesday,2.4,45.55,8
INV-0404,C,Chicago,Normal,Female,Clothing,95.15,9,856.35,Credit Card,10/02/2024,08:44:00,Saturday,42.82,813.53,9
INV-0405,A,New York,Member,Female,Beverages,88.31,9,794.79,Credit Card,03/02/2024,17:30:00,Saturday,39.74,755.05,6
